2,ЛС,Цефатрин ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 500мг № 1
2,ЛС,Аскорбиновая кислота ДРАЖЕ № 100
2,ЛС,Дип Хит КРЕМ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 67 г № 1
2,ЛС,Витрум ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ № 60
2,ЛС,Амброксол ТАБЛЕТКИ 30мг № 40
2,ЛС,"Касторовое масло МАСЛО ДЛЯ ПРИЕМА ВНУТРЬ 31,5 л № 1"
2,ЛС,Варилрикс (Вакцина против ветряной оспы живая аттенуированная) ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ 1 доз(а) № 100
2,ЛС,Лидаза ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ИНЪЕКЦИЙ И МЕСТНОГО ПРИМЕНЕНИЯ 64УЕ № 5
2,ЛС,Лидокаин РАСТВОР ДЛЯ ИНЪЕКЦИЙ 100мг/мл 2 мл № 250
2,ЛС,Аспаркам Авексима ТАБЛЕТКИ 175мг+175мг № 48
2,ЛС,Полиоксидоний СУППОЗИТОРИИ ВАГИНАЛЬНЫЕ И РЕКТАЛЬНЫЕ 12мг № 10
2,ЛС,Хлорпромазин Органика РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 25мг/мл 5 мл № 5
2,ЛС,Небиволол ТАБЛЕТКИ 5мг № 126
2,ЛС,Холедиус КАПЛИ ДЛЯ ПРИЕМА ВНУТРЬ ГОМЕОПАТИЧЕСКИЕ 25 мл № 1
2,ЛС,Тетрациклин ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ 250мг № 30
2,ЛС,Эгистразол ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 1мг № 28
2,ЛС,Мать-и-мачехи листья ЛИСТЬЯ ИЗМЕЛЬЧЕННЫЕ 15 кг № 1
2,ЛС,Атенолол ТАБЛЕТКИ 100мг № 100
2,ЛС,"Натрия хлорид РАСТВОР ДЛЯ ИНФУЗИЙ ИЗОТОНИЧЕСКИЙ 0,9% 400 мл № 12"
2,ЛС,Рыбий жир с маслом облепихи и вит Е КАПСУЛЫ № 100
2,ЛС,Бебифрин СПРЕЙ НАЗАЛЬНЫЙ ДОЗИРОВАННЫЙ 125мкг/доза 150 доз(а) № 1
2,ЛС,"Периндоприл ПЛЮС Индапамид ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 0,625мг+2мг № 60"
2,ЛС,Ондансетрон-ЛЭНС РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 2мг/мл 4 мл № 85
2,ЛС,Рибавирин-ЛИПИНТ ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ 500мг № 1
2,ЛС,Орлистат КАПСУЛЫ 120мг № 140
2,ЛС,Амприлан ТАБЛЕТКИ 10мг № 28
2,ЛС,Карведилол ТАБЛЕТКИ 25мг № 10
2,ЛС,Лопирел ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 75мг № 50
2,ЛС,Омега 3 ТАБЛЕТКИ 300мг № 90
2,ЛС,Биосулин Р РАСТВОР ДЛЯ ИНЪЕКЦИЙ 40МЕ/мл 10 мл № 180
2,ЛС,Экофурил КАПСУЛЫ 100мг № 40
2,ЛС,Веро-Метотрексат ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ИНЪЕКЦИЙ 500мг № 1
2,ЛС,Мегафлокс ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 400мг № 20
2,ЛС,Чай Опалиховский ФИЛЬТР-ПАКЕТ 2 г № 20
2,ЛС,Этиловый спирт КОНЦЕНТРАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 95% 1 л № 8
2,ЛС,Белсомра ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 20мг № 10
2,ЛС,Митоксантрон-ЛЭНС КОНЦЕНТРАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ИНФУЗИЙ 2мг/мл 15 мл № 35
2,ЛС,Бриллиантовый зеленый РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 1% 10 мл № 96
2,ЛС,Ингафитол №2 (сбор для ингаляций №2) СБОР ИЗМЕЛЬЧЕННЫЙ 5 кг № 1
2,ЛС,Вориконазол ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50мг № 70
2,ЛС,"Кардевит АС ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 75мг+15,2мг № 10"
2,ЛС,"Левомицетин РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 0,25% 40 мл № 10"
2,ЛС,Ультравист РАСТВОР ДЛЯ ИНЪЕКЦИЙ 370мг йода/мл 200 мл № 1
2,ЛС,Рибавирин-ФПО КАПСУЛЫ 200мг № 50
2,ЛС,Хелепин-Д МАЗЬ ДЛЯ МЕСТНОГО И НАРУЖНОГО ПРИМЕНЕНИЯ 5% 10 г № 1
2,ЛС,Лефокцин Биокс ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250мг № 28
2,ЛС,Нитроспрей СПРЕЙ ПОДЪЯЗЫЧНЫЙ ДОЗИРОВАННЫЙ 400мкг/доза 200 доз(а) № 108
2,ЛС,Зидовудин ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 300мг № 120000
2,ЛС,Тантордио ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 320мг № 50
2,ЛС,ЛОТОНЕЛ ТАБЛЕТКИ 5мг № 30
2,ЛС,Микофенолата мофетил ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250мг № 50
2,ЛС,Цефтазидим ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 500мг № 10
2,ЛС,Ихтиол МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 10% 25 г № 96
2,ЛС,Аторвастатин-АЛСИ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 40мг № 90
2,ЛС,Галавит ТАБЛЕТКИ ПОДЪЯЗЫЧНЫЕ 25мг № 1000
2,ЛС,Валсартан Медисорб ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 160мг № 28
2,ЛС,"Бисангил ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5мг+6,25мг № 40"
2,ЛС,Вилдегра ТАБЛЕТКИ ПРОЛОНГИРОВАННОГО ДЕЙСТВИЯ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 100мг № 8
2,ЛС,АВИФАВИР ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 200мг № 50
2,ЛС,Фемисс Гинеста Мини ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ 75мкг+20мкг № 63
2,ЛС,Гливек КАПСУЛЫ 100мг № 120
2,ЛС,Циклодинон КАПЛИ ДЛЯ ПРИЕМА ВНУТРЬ 50 мл № 1
2,ЛС,Силденафил ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 25мг № 12
2,ЛС,Конвульсофин-ретард ТАБЛЕТКИ ПРОЛОНГИРОВАННОГО ДЕЙСТВИЯ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500мг № 90
2,ЛС,Инстолит ТАБЛЕТКИ 3мг № 90
2,ЛС,Бронхипрет ТП ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ № 20
2,ЛС,Бронхофактор СИРОП 200 мл № 1
2,ЛС,Апо-Флуоксетин КАПСУЛЫ 20мг № 30
2,ЛС,Фамилар ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250мг № 500
2,ЛС,Кардутол ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 75мг № 10
2,ЛС,Циклосерин КАПСУЛЫ 125мг № 25
2,ЛС,"Акридерм МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 0,05% 15 г № 1"
2,ЛС,Метронидазол Медисорб ТАБЛЕТКИ 250мг № 21
2,ЛС,Метеоспазмил КАПСУЛЫ 60мг+300мг № 40
2,ЛС,Тизанил ТАБЛЕТКИ 2мг № 1000
2,ЛС,Викаир ТАБЛЕТКИ № 100
2,ЛС,"Целиксел КОНЦЕНТРАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ИНФУЗИЙ 6мг/мл 41,7 мл № 72"
2,ЛС,Тантордио ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 80мг № 30
2,ЛС,Подорожника большого листья ЛИСТЬЯ ПОРОШОК 30 кг № 1
2,ЛС,Флутамид-ТЛ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250мг № 100
2,ЛС,Мельдоний КАПСУЛЫ 250мг № 90
2,ЛС,"Валидол СУБСТАНЦИЯ 0,2 кг № 1"
2,ЛС,Бисопролол-OBL ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5мг № 20
2,ЛС,"Валерианы настойка НАСТОЙКА 21,5 л № 1"
2,ЛС,Фунгавис ТАБЛЕТКИ 200мг № 3000
2,ЛС,Эторикоксиб-Тева ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 90мг № 7
2,ЛС,Эналаприл ТАБЛЕТКИ 10мг № 120
2,ЛС,Ацетилсалициловая кислота Медисорб ТАБЛЕТКИ 500мг № 35
2,ЛС,Энцетрон-СОЛОфарм РАСТВОР ДЛЯ ПРИЕМА ВНУТРЬ 100мг/мл 5 мл № 10
2,ЛС,Элрокс ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 100мг № 10
2,ЛС,Тамсулозин-OBL КАПСУЛЫ С МОДИФИЦИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ 400мкг № 30
2,ЛС,Гинкго Билоба КАПСУЛЫ № 40
2,ЛС,Рилепт ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 4мг № 84
2,ЛС,"Лозап плюс ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50мг+12,5мг № 30"
2,ЛС,"Березовые почки ФИЛЬТР-ПАКЕТ 1,5 г № 20"
2,ЛС,Бриллиантовый зеленый РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 1% 25 мл № 9
2,ЛС,Индоксил ГЕЛЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 50мг+10мг/г 25 г № 1
2,ЛС,Югланекс ЭКСТРАКТ 100 мл № 1
2,ЛС,"Гемапаксан РАСТВОР ДЛЯ ИНЪЕКЦИЙ 10000анти-ХаМЕ/мл 0,4 мл № 6"
2,ЛС,Сималгел-ВМ СУСПЕНЗИЯ ДЛЯ ПРИЕМА ВНУТРЬ 125 мл № 1
2,ЛС,"Фиточай №03 Противопсориазный ФИЛЬТР-ПАКЕТ 1,5 г № 20"
2,ЛС,Пентоксифиллин ТАБЛЕТКИ ПОКРЫТЫЕ КИШЕЧНОРАСТВОРИМОЙ ОБОЛОЧКОЙ 100мг № 100
2,ЛС,Толперизон ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50мг № 300
2,ЛС,Вориконазол Сандоз ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 200мг № 10
2,ЛС,Прилуксид КАПСУЛЫ 1мг № 100
2,ЛС,Индометацин-Акри МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 10% 40 г № 1
2,ЛС,"Янумет Лонг ТАБЛЕТКИ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 1г+0,05г № 28"
2,ЛС,Амоксициллин+Клавулановая кислота ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250мг+125мг № 5
2,ЛС,"Гриппол плюс Вакцина гриппозная тривалентная инактивированная полимер-субъединичная СУСПЕНЗИЯ ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ 0,25мл/доза 1 доз(а) № 5"
2,ЛС,"Чистотела трава ТРАВА ПОРОШОК 1,5 г № 10"
2,ЛС,Стрептоцид ПОРОШОК ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 5 г № 8
2,ЛС,Парацетамол Медисорб ТАБЛЕТКИ 200мг № 49
2,ЛС,Итопра ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50мг № 10000
2,ЛС,Лефокцин ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250мг № 10
2,ЛС,Ацидин-пепсин ТАБЛЕТКИ № 50
2,ЛС,Йодопирон РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 1% 25 мл № 150
2,ЛС,Сувардио ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5мг № 7
2,ЛС,ОмеВел КАПСУЛЫ КИШЕЧНОРАСТВОРИМЫЕ 20мг № 70
2,ЛС,Метформин Канон ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500мг № 50
2,ЛС,Лизиноприл Медисорб ТАБЛЕТКИ 10мг № 35
2,ЛС,Ирбесартан ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 75мг № 300
2,ЛС,Маннитол РАСТВОР ДЛЯ ИНФУЗИЙ 100мг/мл 400 мл № 22
2,ЛС,Оланзапин Медисорб ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10мг № 50
2,ЛС,Спирулина Санат КАПСУЛЫ 250мг № 60
2,ЛС,Аллапинин ТАБЛЕТКИ 25мг № 10
2,ЛС,Гематоген Ягодка УПАКОВКА 50 г № 1 Черника
2,ЛС,Эзетрол ТАБЛЕТКИ 10мг № 28
2,ЛС,"Амброксол-ВЕРТЕКС РАСТВОР ДЛЯ ПРИЕМА ВНУТРЬ И ИНГАЛЯЦИЙ 7,5мг/мл 100 мл № 1"
2,ЛС,Ципрофлоксацина гидрохлорид СУБСТАНЦИЯ 1 кг № 1
2,ЛС,"Никвитин мини ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ 1,5мг № 20"
2,ЛС,Циклофоцил ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 500мг № 100
2,ЛС,Гомеопатические монокомпонентные препараты природного происхождения (56 наименований - согласно приложению) РАСТВОР ДЛЯ ПРИЕМА ВНУТРЬ ГОМЕОПАТИЧЕСКИЙ 2 мл № 5
2,ЛС,Генсулин М30 СУСПЕНЗИЯ ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ 100МЕ/мл 3 мл № 260
2,ЛС,Циталопрам ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 40мг № 21000
2,ЛС,Валганцикловир-Тева ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 450мг № 60
2,ЛС,Цефтазидим-Виал ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 1г № 10
2,ЛС,КАЛМИРЕКС табс ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50мг № 50
2,ЛС,Клостерфрау Мелисана ЭЛИКСИР 47 мл № 1
2,ЛС,Йодопирон РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 1% 15 мл № 200
2,ЛС,Парацетамол ТАБЛЕТКИ 500мг № 900
2,ЛС,Зидовудин ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 300мг № 24000
2,ЛС,Ундевит ДРАЖЕ 500 г № 1
2,ЛС,Периндоприл ТАБЛЕТКИ 2мг № 50
2,ЛС,Каптоприл СУБСТАНЦИЯ кг №
2,ЛС,Флюдер КАПСУЛЫ 75мг № 50
2,ЛС,"Ксилен СПРЕЙ НАЗАЛЬНЫЙ 0,1% 15 мл № 50"
2,ЛС,"Брилокаин-адреналин РАСТВОР ДЛЯ ИНЪЕКЦИЙ 40мг+0,005мг/мл 1,7 мл № 25"
2,ЛС,"Метилпреднизолона ацепонат МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 0,1% 15 г № 1"
2,ЛС,Галоперидол ТАБЛЕТКИ 5мг № 400
2,ЛС,Глицерин стерил УПАКОВКА 10 г № 1
2,ЛС,Кеторолак РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 30мг/мл 1 мл № 5
2,ЛС,"Флюксум РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ 6400анти-ХаМЕ 0,6 мл № 6"
2,ЛС,Верошпилактон КАПСУЛЫ 50мг № 30
2,ЛС,Про-Симбиофлор КАПЛИ ДЛЯ ПРИЕМА ВНУТРЬ 50 мл № 1
2,ЛС,Леркамен Дуо ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10мг+10мг № 315
2,ЛС,Бициллин-1 ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 600000ЕД № 5
2,ЛС,Маример КАПЛИ НАЗАЛЬНЫЕ 30 мл № 1
2,ЛС,Спиронолактон КАПСУЛЫ 50мг № 10
2,ЛС,Метопролол-КРКА ТАБЛЕТКИ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 200мг № 98
2,ЛС,Феницитол КАПЛИ ДЛЯ ПРИЕМА ВНУТРЬ 1мг/мл 60 мл № 1
2,ЛС,Блокатор жира КАПСУЛЫ 250мг № 120
2,ЛС,"Дианил ПД4 с глюкозой РАСТВОР ДЛЯ ПЕРИТОНЕАЛЬНОГО ДИАЛИЗА С ГЛЮКОЗОЙ 1,36% 500 мл № 6"
2,ЛС,Макситопир ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50мг 8 кг № 1
2,ЛС,Гиперпрост КАПСУЛЫ ПРОЛОНГИРОВАННОГО ДЕЙСТВИЯ 400мкг № 7500
2,ЛС,Офтаринт КАПЛИ ГЛАЗНЫЕ 10 мл № 1
2,ЛС,Темодал КАПСУЛЫ 20мг № 1
2,ЛС,Ланолин безводный СУБСТАНЦИЯ 1 кг № 1
2,ЛС,Локсидон КАПСУЛЫ 150мг № 50
2,ЛС,Шалфей П ДРАЖЕ 25мг № 15
2,ЛС,Цефоперазон+Сульбактам ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 500мг+500мг № 50
2,ЛС,Алерсэт-Л ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5мг № 10
2,ЛС,Тромбостен ТАБЛЕТКИ КИШЕЧНОРАСТВОРИМЫЕ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50мг № 50
2,ЛС,Эторелекс ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 90мг № 7
2,ЛС,Карбоплатин-ЛЭНС КОНЦЕНТРАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ИНФУЗИЙ 10мг/мл 5 мл № 25
2,ЛС,"Эниксум РАСТВОР ДЛЯ ИНЪЕКЦИЙ 10000анти-ХаМЕ/мл 0,8 мл № 10"
2,ЛС,Лаконивир ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 25мг № 30
2,ЛС,Гомеопатические монокомпонентные препараты растительного происхождения ГРАНУЛЫ ГОМЕОПАТИЧЕСКИЕ 4 г № 1
2,ЛС,Доксициклин-Ферейн КАПСУЛЫ 100мг № 1
2,ЛС,Остеостатикс РАСТВОР ДЛЯ ИНФУЗИЙ 5мг/100мл 100 мл № 40
2,ЛС,Силамэн КАПСУЛЫ 450мг № 30
2,ЛС,Азитромицин-Розлекс КАПСУЛЫ 250мг № 6
2,ЛС,Камфорный спирт РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 2% 40 мл № 36
2,ЛС,"Таурин КАПЛИ ГЛАЗНЫЕ 4% 1,5 мл № 5"
2,ЛС,Протуб-Ломе ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 135мг+200мг+370мг+325мг+15мг № 500
2,ЛС,Конвульсофин-ретард ТАБЛЕТКИ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500мг № 60
2,ЛС,Оковидит ГЕЛЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 1% 5 г № 1
2,ЛС,Аммиак РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ И ИНГАЛЯЦИЙ 10% 10 мл № 28
2,ЛС,Тариферид ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 200мг № 10000
2,ЛС,Метотрексат ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ИНФУЗИЙ 1г № 20
